id,header,years_from,years_to,release_year,aggregate_rating,num_figures,manufacturer,period_duration,mid_year,era,decade,years_since_release,nationality
2896,MPC Russian Infantry (1-6021),1939,1945,1964.0,,41.0,MPC,6,1942,Новейшее время,1960.0,62.0,Не указано
2897,MPC German Infantry (1-6019),1914,1916,1966.0,,45.0,MPC,2,1915,Новейшее время,1960.0,60.0,Не указано
2898,MPC German Paratroops (1-6011),1939,1945,1976.0,,46.0,MPC,6,1942,Новейшее время,1970.0,50.0,Не указано
2899,MPC US Paratroops (1-6010),1940,1945,1975.0,,48.0,MPC,5,1942,Новейшее время,1970.0,51.0,Не указано
2900,MPC British Paratroops (1-6023),1940,1945,1965.0,,33.0,MPC,5,1942,Новейшее время,1960.0,61.0,Не указано
2901,MPC US Cavalry (1-6022),1860,1890,1965.0,,12.0,MPC,30,1875,Новое время,1960.0,61.0,Не указано
2902,MPC British Redcoats (1-6018),1775,1783,1971.0,,40.0,MPC,8,1779,Новое время,1970.0,55.0,Не указано
2903,MPC Washington's Army (1-6017),1776,1783,1971.0,,40.0,MPC,7,1779,Новое время,1970.0,55.0,Не указано
2904,MPC USAAF Personnel (1-6009),1941,1945,,,,MPC,4,1943,Новейшее время,,,Не указано
2905,MPC Luftwaffe Personnel (1-6012),1939,1945,1977.0,,48.0,MPC,6,1942,Новейшее время,1970.0,49.0,Не указано
2906,MPC NATO Ground Crew (1-6014),1975,1980,1981.0,,48.0,MPC,5,1977,Современность,1980.0,45.0,Не указано
2907,MPC German Mountain Troops (1-6015),1939,1945,1977.0,,37.0,MPC,6,1942,Новейшее время,1970.0,49.0,Не указано
2908,Italeri Walls and Ruins II (6090),1700,2020,2017.0,,,Italeri,320,1860,Новое время,2010.0,9.0,Не указано
2909,Italeri Battlefield Buildings (6130),1939,1945,2017.0,,,Italeri,6,1942,Новейшее время,2010.0,9.0,Не указано
2910,LW German 20 mm Flak-38 with Crew (2025b),1940,1945,,27.0,12.0,LW,5,1942,Новейшее время,,,German
2911,LW US Army Light Trailer (2026b),1940,1950,,34.0,16.0,LW,10,1945,Новейшее время,,,USA
2912,Caesar Three Kingdoms (Shu Kingdom Set 1) (TK001),210,263,2022.0,46.0,33.0,Caesar,53,236,Древний мир,2020.0,4.0,Chinese
2916,Linear-A Neo-Assyrian Empire Set 3 (062),-720,-609,2025.0,47.0,40.0,Linear-A,111,-665,Древний мир,2020.0,1.0,Assyrian
2916,Linear-A Neo-Assyrian Empire Set 3 (062),-720,-609,2025.0,47.0,40.0,Linear-A,111,-665,Древний мир,2020.0,1.0,Syrian
2917,Ultima Ratio Confederate Infantry Texas Troops (UR015),1861,1865,2022.0,40.0,34.0,Ultima Ratio,4,1863,Новое время,2020.0,4.0,Confederate
2917,Ultima Ratio Confederate Infantry Texas Troops (UR015),1861,1865,2022.0,40.0,34.0,Ultima Ratio,4,1863,Новое время,2020.0,4.0,USA
2918,Strelets Bavarian Infantry in Square (274),1809,1815,2024.0,46.0,43.0,Strelets,6,1812,Новое время,2020.0,2.0,Bavarian
2918,Strelets Bavarian Infantry in Square (274),1809,1815,2024.0,46.0,43.0,Strelets,6,1812,Новое время,2020.0,2.0,German
2919,Strelets Bavarian Infantry 1701-1714 Shooting Line (262),1701,1713,2024.0,48.0,52.0,Strelets,12,1707,Новое время,2020.0,2.0,Bavarian
2919,Strelets Bavarian Infantry 1701-1714 Shooting Line (262),1701,1713,2024.0,48.0,52.0,Strelets,12,1707,Новое время,2020.0,2.0,German
2920,Model Kasten JNAF Aircrew 'Rabaul Zero Fighter' (F-11 1800),1933,1945,2016.0,50.0,7.0,Model Kasten,12,1939,Новейшее время,2010.0,10.0,Japanese
2921,Caesar Modern PRC PLA Troops (H105),2015,2024,2022.0,49.0,33.0,Caesar,9,2019,Современность,2020.0,4.0,Chinese
2923,Plastic Soldier British Eighth Army Vickers MMGs (UMOS012),1940,1943,2022.0,45.0,6.0,Plastic Soldier,3,1941,Новейшее время,2020.0,4.0,British
2924,Plastic Soldier British Eighth Army 3 Inch Mortar (UMOS009),1940,1943,2022.0,44.0,8.0,Plastic Soldier,3,1941,Новейшее время,2020.0,4.0,British
2925,Plastic Soldier German Afrika Korps MG34 Tripod Teams (UMOS010),1940,1943,2022.0,41.0,6.0,Plastic Soldier,3,1941,Новейшее время,2020.0,4.0,German
2926,Plastic Soldier German Afrika Korps 81 mm Mortars (UMOS011),1940,1943,2022.0,41.0,6.0,Plastic Soldier,3,1941,Новейшее время,2020.0,4.0,German
2929,Plastic Soldier US Marine Corps Support Weapons (UMOS008),1941,1945,2022.0,40.0,26.0,Plastic Soldier,4,1943,Новейшее время,2020.0,4.0,USA
2931,Mars Soviet Border Guards (72129),1939,1945,2022.0,39.0,40.0,Mars,6,1942,Новейшее время,2020.0,4.0,Russian
2932,Hegemony Gurkhas Indian Mutiny (HG006),1856,1858,,15.0,21.0,Hegemony,2,1857,Новое время,,,Nepalese
2933,Hegemony Romano-Britons (HB007),409,620,,30.0,,Hegemony,211,514,Средневековье,,,British
2934,Hegemony Urartians (HB008),-850,-590,,,23.0,Hegemony,260,-720,Древний мир,,,Armenian
2934,Hegemony Urartians (HB008),-850,-590,,,23.0,Hegemony,260,-720,Древний мир,,,Urartu
2935,Hegemony Ancient Dorians (HB009),-1050,-750,,,22.0,Hegemony,300,-900,Древний мир,,,Greek
2936,Hegemony Arameans (HB011),-899,-801,,,25.0,Hegemony,98,-850,Древний мир,,,Aramaic
2936,Hegemony Arameans (HB011),-899,-801,,,25.0,Hegemony,98,-850,Древний мир,,,Syrian
2937,Strelets Dutch Infantry Firing Line (265),1701,1714,2025.0,43.0,52.0,Strelets,13,1707,Новое время,2020.0,1.0,Dutch
2938,HaT Alexander's Macedonian Army (8088),-340,-320,,,60.0,HaT,20,-330,Древний мир,,,Не указано
2939,HaT Achaemenid Persian Army (8117),-350,-300,,,67.0,HaT,50,-325,Древний мир,,,Не указано
2940,HaT The Assyrian Army (8128),-699,-609,,,30.0,HaT,90,-654,Древний мир,,,Не указано
2941,HaT Republican Roman Army (8151),-300,-150,,,72.0,HaT,150,-225,Древний мир,,,Не указано
2942,HaT Carthaginian Army (8152),-350,-200,,,67.0,HaT,150,-275,Древний мир,,,Не указано
2943,Ultima Ratio Gladiators Hoplomachus Thracian (UR017),-100,300,2022.0,38.0,27.0,Ultima Ratio,400,100,Древний мир,2020.0,4.0,Italian
2944,Ultima Ratio Carthaginian Army: Iberian Infantry Part 2 (UR018),-400,-100,2022.0,35.0,27.0,Ultima Ratio,300,-250,Древний мир,2020.0,4.0,CeltIberian
2944,Ultima Ratio Carthaginian Army: Iberian Infantry Part 2 (UR018),-400,-100,2022.0,35.0,27.0,Ultima Ratio,300,-250,Древний мир,2020.0,4.0,Spanish
2945,Mars Swiss Mercenaries (72068),1460,1490,2005.0,,14.0,Mars,30,1475,Средневековье,2000.0,21.0,Swiss
2946,Mars Pirates of the Caribbean Set 2 (72069),1650,1730,,,,Mars,80,1690,Новое время,,,Не указано
2947,Mars German Volkssturm Defenders Set 2 (72130),1944,1945,2022.0,41.0,40.0,Mars,1,1944,Новейшее время,2020.0,4.0,German
2948,Mars German Mercenaries (Mid 16th Century) (72131),1540,1560,2008.0,,40.0,Mars,20,1550,Средневековье,2000.0,18.0,German
2949,Mars Persian Light Cavalry (72132),-500,-230,2022.0,,12.0,Mars,270,-365,Древний мир,2020.0,4.0,Persian
2949,Mars Persian Light Cavalry (72132),-500,-230,2022.0,,12.0,Mars,270,-365,Древний мир,2020.0,4.0,Scythian
2950,Mars Persian Mercenary Cavalry (72133),-500,-230,2022.0,,12.0,Mars,270,-365,Древний мир,2020.0,4.0,Persian
2951,Mars Ancient Artillery (72134),-100,-100,2002.0,,5.0,Mars,0,-100,Древний мир,2000.0,24.0,Не указано
2952,Mars Dacian Army (72135),100,110,,,,Mars,10,105,Древний мир,,,Dacian
2952,Mars Dacian Army (72135),100,110,,,,Mars,10,105,Древний мир,,,Romanian
2953,Mars Samurai (72136),1500,1650,2004.0,,30.0,Mars,150,1575,Средневековье,2000.0,22.0,Japanese
2954,Hegemony Phrygians (HB012),-1100,100,2022.0,25.0,,Hegemony,1200,-500,Древний мир,2020.0,4.0,Phrygian
2954,Hegemony Phrygians (HB012),-1100,100,2022.0,25.0,,Hegemony,1200,-500,Древний мир,2020.0,4.0,Turkish
2955,Hegemony Persian War Elephants (HB013),-500,-300,2022.0,15.0,8.0,Hegemony,200,-400,Древний мир,2020.0,4.0,Indian
2955,Hegemony Persian War Elephants (HB013),-500,-300,2022.0,15.0,8.0,Hegemony,200,-400,Древний мир,2020.0,4.0,Persian
2956,Orion Long Range Desert Group (72062),1941,1943,2023.0,34.0,48.0,Orion,2,1942,Новейшее время,2020.0,3.0,British
2957,Orion German Panzer Soldiers (DAK) (72063),1941,1942,2023.0,47.0,48.0,Orion,1,1941,Новейшее время,2020.0,3.0,German
2958,Orion French Tank Crew WW2 (72064),1935,1940,2023.0,47.0,48.0,Orion,5,1937,Новейшее время,2020.0,3.0,French
2959,Orion Polish Tank Crew WW2 (72065),1939,1939,2023.0,46.0,48.0,Orion,0,1939,Новейшее время,2020.0,3.0,Polish
2960,Linear-A Legions of Gaius Julius Caesar (Set 1) (063),-60,-40,2025.0,46.0,20.0,Linear-A,20,-50,Древний мир,2020.0,1.0,Italian
2961,Linear-A Legions of Gaius Julius Caesar (Set 2) (064),-60,-40,2025.0,45.0,20.0,Linear-A,20,-50,Древний мир,2020.0,1.0,Italian
2963,Orion Italian Tank Crew (72066),1935,1943,2023.0,49.0,48.0,Orion,8,1939,Новейшее время,2020.0,3.0,Italian
2964,Strelets 1745 Jacobite Artillery (283),1745,1746,2023.0,44.0,10.0,Strelets,1,1745,Новое время,2020.0,3.0,British
2965,Strelets Russian Jaegers in Winter Dress (289),1809,1815,2023.0,44.0,44.0,Strelets,6,1812,Новое время,2020.0,3.0,Russian
2970,RedBox Byzantine Light Cavalry Set 1 (72137),575,1400,2024.0,36.0,12.0,RedBox,825,987,Средневековье,2020.0,2.0,Greek
2970,RedBox Byzantine Light Cavalry Set 1 (72137),575,1400,2024.0,36.0,12.0,RedBox,825,987,Средневековье,2020.0,2.0,Turkish
2971,Linear-A Neo-Assyrian Empire Siege Engineer Set 4 (083),-911,-605,2025.0,44.0,40.0,Linear-A,306,-758,Древний мир,2020.0,1.0,Assyrian
2972,Linear-A Neo-Assyrian Empire Infantry Set 5 (084),-740,-612,2024.0,47.0,40.0,Linear-A,128,-676,Древний мир,2020.0,2.0,Assyrian
2972,Linear-A Neo-Assyrian Empire Infantry Set 5 (084),-740,-612,2024.0,47.0,40.0,Linear-A,128,-676,Древний мир,2020.0,2.0,Iraqi
2972,Linear-A Neo-Assyrian Empire Infantry Set 5 (084),-740,-612,2024.0,47.0,40.0,Linear-A,128,-676,Древний мир,2020.0,2.0,Syrian
2973,"Linear-A Dilmun, Magan, Jiroft (085)",-2024,-1700,2026.0,,20.0,Linear-A,324,-1862,Древний мир,2020.0,0.0,Emirati
2973,"Linear-A Dilmun, Magan, Jiroft (085)",-2024,-1700,2026.0,,20.0,Linear-A,324,-1862,Древний мир,2020.0,0.0,Omani
2974,Ultima Ratio Carthaginian Army: Libyan Infantry (UR021),-250,-150,2023.0,40.0,27.0,Ultima Ratio,100,-200,Древний мир,2020.0,3.0,Carthaginian
2974,Ultima Ratio Carthaginian Army: Libyan Infantry (UR021),-250,-150,2023.0,40.0,27.0,Ultima Ratio,100,-200,Древний мир,2020.0,3.0,Libyan
2977,Linear-A Bacchanalia in Ancient Rome (Set 1) (088),-200,50,2024.0,,40.0,Linear-A,250,-75,Древний мир,2020.0,2.0,Italian
2978,Linear-A Roman Artillery (Set 1) Ballista (089),-50,100,2023.0,36.0,2.0,Linear-A,150,25,Древний мир,2020.0,3.0,Italian
2981,Linear-A Gnaeus Pompeius Magnus with General Staff (018s),-50,-40,2026.0,42.0,5.0,Linear-A,10,-45,Древний мир,2020.0,0.0,Italian
2986,Linear-A Cleopatra VII Philopator (021s),-69,-30,2026.0,,5.0,Linear-A,39,-50,Древний мир,2020.0,0.0,Egyptian
2989,Linear-A Gaius Julius Caesar at Alesia (008s),-55,-45,2026.0,43.0,5.0,Linear-A,10,-50,Древний мир,2020.0,0.0,Italian
2990,Linear-A Wilusa (093),-1400,-1200,2026.0,,19.0,Linear-A,200,-1300,Древний мир,2020.0,0.0,Trojan
2990,Linear-A Wilusa (093),-1400,-1200,2026.0,,19.0,Linear-A,200,-1300,Древний мир,2020.0,0.0,Turkish
2991,Linear-A Legions of Marcus Licinius Crassus (Set 2) (094),-60,-40,2025.0,47.0,20.0,Linear-A,20,-50,Древний мир,2020.0,1.0,Italian
3004,Linear-A Pyrrhic Elephants (107),-280,-270,2025.0,47.0,10.0,Linear-A,10,-275,Древний мир,2020.0,1.0,Albanian
3004,Linear-A Pyrrhic Elephants (107),-280,-270,2025.0,47.0,10.0,Linear-A,10,-275,Древний мир,2020.0,1.0,Epirote
3004,Linear-A Pyrrhic Elephants (107),-280,-270,2025.0,47.0,10.0,Linear-A,10,-275,Древний мир,2020.0,1.0,Greek
3005,Strelets British Infantry in Skirmish (285),1812,1816,2024.0,43.0,42.0,Strelets,4,1814,Новое время,2020.0,2.0,British
3006,Strelets British Infantry in Square (286),1812,1816,2024.0,44.0,42.0,Strelets,4,1814,Новое время,2020.0,2.0,British
3007,Mars British Paratroopers (72139),1942,1945,2024.0,42.0,40.0,Mars,3,1943,Новейшее время,2020.0,2.0,British
3008,Mars U.S. Marines (72140),1942,1945,2024.0,37.0,32.0,Mars,3,1943,Новейшее время,2020.0,2.0,USA
3009,Mars U.S. Paratroopers (Part 2) (72141),1942,1945,2024.0,41.0,40.0,Mars,3,1943,Новейшее время,2020.0,2.0,USA
3010,Mars German Artillery Crew (Winter) (72142),1942,1945,2024.0,46.0,36.0,Mars,3,1943,Новейшее время,2020.0,2.0,German
3011,Strelets Early WWII US Infantry in Combat (M159),1941,1942,2024.0,36.0,52.0,Strelets,1,1941,Новейшее время,2020.0,2.0,USA
3012,Strelets Austrian Infantry 1701-1714 in Attack (261),1701,1714,2024.0,43.0,44.0,Strelets,13,1707,Новое время,2020.0,2.0,Austrian
3013,HaT French Light Infantry Chasseurs Sampler (8341),1806,1812,2024.0,,25.0,HaT,6,1809,Новое время,2020.0,2.0,French
3014,Waterloo 1815 Celtic Warriors (045),-300,200,,,,Waterloo 1815,500,-50,Древний мир,,,Не указано
3019,Linear-A Gangs/Revolt in Rome (Set 1) (112),-200,-27,2026.0,42.0,20.0,Linear-A,173,-114,Древний мир,2020.0,0.0,Italian
3028,HaT AWI American Infantry (8342),1776,1783,2024.0,47.0,96.0,HaT,7,1779,Новое время,2020.0,2.0,USA
3029,HaT AWI British Infantry (8343),1768,1783,2025.0,41.0,96.0,HaT,15,1775,Новое время,2020.0,1.0,British
3032,Mars Ukrainain Defenders Set II (72143),2016,2024,2024.0,44.0,40.0,Mars,8,2020,Современность,2020.0,2.0,Ukrainian
3033,Orion Hungarian Tank Crew WW2 (72069),1939,1945,2024.0,49.0,48.0,Orion,6,1942,Новейшее время,2020.0,2.0,Hungarian
3034,Orion US Infantry in Vietnam (Middle War) (72070),1966,1970,2024.0,41.0,43.0,Orion,4,1968,Современность,2020.0,2.0,USA
3035,Orion USMC In Vietnam (Early War) (72068),1965,1968,2024.0,42.0,44.0,Orion,3,1966,Современность,2020.0,2.0,USA
3036,HaT Napoleonic Hungarian Infantry (Marching) (8334),1806,1815,2024.0,47.0,40.0,HaT,9,1810,Новое время,2020.0,2.0,Hungarian
3037,HaT Napoleonic Hungarian Infantry (Action) (8335),1806,1815,2024.0,40.0,40.0,HaT,9,1810,Новое время,2020.0,2.0,Hungarian
3038,Ultima Ratio Burgundian Foot Soldiers (UR022),1419,1480,2024.0,39.0,24.0,Ultima Ratio,61,1449,Средневековье,2020.0,2.0,Burgundian
3038,Ultima Ratio Burgundian Foot Soldiers (UR022),1419,1480,2024.0,39.0,24.0,Ultima Ratio,61,1449,Средневековье,2020.0,2.0,French
3044,"Linear-A Jesus, the True Story (128)",25,35,2025.0,,20.0,Linear-A,10,30,Древний мир,2020.0,1.0,Israeli
3047,Strelets Seminole Warriors (M160),1816,1858,2024.0,43.0,56.0,Strelets,42,1837,Новое время,2020.0,2.0,USA
3048,Strelets US Volunteers (Seminole Wars) (M161),1816,1858,2024.0,44.0,52.0,Strelets,42,1837,Новое время,2020.0,2.0,USA
3049,Ultima Ratio Roman Republic Army: Hastati (UR023),-270,-110,2024.0,40.0,24.0,Ultima Ratio,160,-190,Древний мир,2020.0,2.0,Italian
3052,Linear-A Republican Roman Incendiary Swine (141),-280,-50,2025.0,47.0,2.0,Linear-A,230,-165,Древний мир,2020.0,1.0,Italian
3054,HaT AWI American Artillery (8344),1776,1783,2025.0,40.0,20.0,HaT,7,1779,Новое время,2020.0,1.0,USA
3055,HaT AWI American Cavalry (8346),1776,1783,2025.0,43.0,21.0,HaT,7,1779,Новое время,2020.0,1.0,USA
3056,RedBox Tudor Light Infantry (72155),1500,1603,2025.0,45.0,43.0,RedBox,103,1551,Средневековье,2020.0,1.0,British
3057,HaT American War of Independence British Artillery (8345),1770,1785,2025.0,41.0,20.0,HaT,15,1777,Новое время,2020.0,1.0,British
3058,HaT American War of Independence British Cavalry (8347),1776,1783,2025.0,33.0,21.0,HaT,7,1779,Новое время,2020.0,1.0,USA
3059,HaT Hessian Musketeers Charging (8348),1776,1783,2026.0,41.0,48.0,HaT,7,1779,Новое время,2020.0,0.0,German
3059,HaT Hessian Musketeers Charging (8348),1776,1783,2026.0,41.0,48.0,HaT,7,1779,Новое время,2020.0,0.0,Hessian
3060,Ultima Ratio Japanese Warrior Monks (UR024),980,1590,2025.0,42.0,27.0,Ultima Ratio,610,1285,Средневековье,2020.0,1.0,Japanese
3061,HaT Napoleonic Russian Infantry Marching (8350),1800,1814,2025.0,46.0,48.0,HaT,14,1807,Новое время,2020.0,1.0,Russian
3062,Strelets British Light Infantry on the March (294),1806,1815,2025.0,44.0,44.0,Strelets,9,1810,Новое время,2020.0,1.0,British
3063,Strelets British Light Infantry in Attack (295),1806,1815,2025.0,41.0,36.0,Strelets,9,1810,Новое время,2020.0,1.0,British
3064,Strelets Early WWII Infantry in Defence (M162),1940,1942,2025.0,40.0,48.0,Strelets,2,1941,Новейшее время,2020.0,1.0,USA
3065,Strelets IJA Infantry in Melee (M163),1938,1945,2025.0,42.0,52.0,Strelets,7,1941,Новейшее время,2020.0,1.0,Japanese
3066,Strelets Holy Roman Empire Grenadiers 1701-1714 (269),1701,1714,2025.0,47.0,52.0,Strelets,13,1707,Новое время,2020.0,1.0,German
3066,Strelets Holy Roman Empire Grenadiers 1701-1714 (269),1701,1714,2025.0,47.0,52.0,Strelets,13,1707,Новое время,2020.0,1.0,Austrian
3067,Orion Finnish Tank Crew WW2 (72071),1937,1945,2025.0,44.0,48.0,Orion,8,1941,Новейшее время,2020.0,1.0,Finnish
3068,Orion USMC in Vietnam (Late War) (72072),1970,1973,2025.0,43.0,43.0,Orion,3,1971,Современность,2020.0,1.0,USA
3069,Orion Spanish Republican Pilots (72073),1930,1939,2025.0,45.0,48.0,Orion,9,1934,Новейшее время,2020.0,1.0,Spanish
3070,Ultima Ratio Roman Republican Army: Velites (UR025),-300,-100,2025.0,43.0,30.0,Ultima Ratio,200,-200,Древний мир,2020.0,1.0,Italian
3071,HaT Napoleonic Russian Infantry Action (8351),1812,1815,2025.0,40.0,40.0,HaT,3,1813,Новое время,2020.0,1.0,Russian
3072,HaT Napoleonic Russian Infantry Command (8352),1812,1815,2025.0,44.0,32.0,HaT,3,1813,Новое время,2020.0,1.0,Russian
3073,First To Fight CKM wz.30 in Cavalry Service (PL1939-120),1936,1939,2025.0,47.0,6.0,First To Fight,3,1937,Новейшее время,2020.0,1.0,Polish
3076,Linear-A Gangs/Revolt in Rome (Set 2) (147),-133,200,2026.0,38.0,23.0,Linear-A,333,33,Древний мир,2020.0,0.0,Italian
3077,Linear-A French Engineers (Set 2) (148),1810,1813,2026.0,46.0,18.0,Linear-A,3,1811,Новое время,2020.0,0.0,French
3080,Ultima Ratio The Thracians (UR026),-650,30,2025.0,44.0,30.0,Ultima Ratio,680,-310,Древний мир,2020.0,1.0,Bulgarian
